unmittelbare Anstellung,Q506999,,Q-1770 Person,1776,1777,neu / weg / unverändert / andere Quali,Qualifikation 1,Qualifikation 2,Qualifikation 3,Qualifikation 4,Qualifikation 3,Qualifikation 4,Qualifikation 5,Ort,,Titel,Adlesrang,Vorname1,Vorname2,Vorname3,Vorname4,Vorname5,Nachname,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Juristen Facultät,,,Q76063,,D. Gottlob Eusebius Oeltze,neu,Professor jur ordinarius supernumetarius des Hafgerichts und des Schöppenstuhls ordentlicher Beysitzer,,,,,,,,,Dr.,,Gottlob,Eusebius,,,,Oeltze,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Juristen Facultät,,,,,D. Heinrich Gottfried Scheidemantel,neu,Professor Iuris ordinarius supernumetarius,,,,,,,,,Dr.,,Heinrich,Gottfried,,,,Scheidemantel,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Medicinische Facultät,,,,,D. Ernst Anton Nicolai,neu,Königl. Preußl. Herzogl. S. Weimar-und Eisenachischer auch Fürstl. Schwarzburgisch und Solms-Braunhelf. Hofrath und resp. Leibmedicus,Professor ordinar,Chymiä et medicin. pract.,,,,,,,Dr.,,Ernst,Anton,,,,Nicolai,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Medicinische Facultät,,,,,D. Joh.Ernst Neubauer,neu,Herzogl. S. Weimarischer Hofrath,Professor ordinar Anatom. et. Chirurg.,,,,,,,,Dr.,,Johann,Ernst,,,,Joh.Neubauer,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Medicinische Facultät,,,,,D. Christian Gottfried Gruner,neu,Professor ordinar ,Theor. et Botan.,,,,,,,,Dr.,,Christian,Gottfried,,,,Gruner,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Johann Ernst Immanuel Walch,neu,"Herzogl. S. Weimarischer Hofrath, der phiosophischen Facultät Senior",Professor ordin eloquentiä et poesos der Eisenachischen in Jena studierenden Landeskinder Inspector,,,,,,,,,,Johann,Ernst,Immanuel,,,Walch,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Laurentius Johann Daniel Succow,neu,"Herzogl. S. Weimarischer Cammerrath, der phiosophischen Facultät Senior",,Professor ordin physic,,,,,,,,,Laurentius,Johann,Daniel,,,Succow,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Christian Friedrich Potz,neu,Herzogl. S. Weimarischer Consaistor,Professor ordinar der Moral und Politik ,Aufseher der Meiningischl in Jena studierenden Landes Kinder,,,,,,,,,Christian,Friedrich,,,,Potz,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Gottfried Müller,neu,Professor philosophiä ord.Bibliothecarius und Inspector Convictorrii,,,,,,,,,,,Gottfried,,,,,Müller,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Johann Gottfried Eichborn,neu,Professor linguar. orientalium,,,,,,,,,,,Johann,Gottfried,,,,Eichborn,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Philosophische Facultät,,,,,Johann August Heinrich Ulrich,neu,Professor philosophiä . ordinar. honorarius,,,,,,,,,,,Johann,August,Heinrich,,,Ulrich,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Ausserordentliche Professores,,,,,Johann Christian Blasche,neu,Professor theol. extraord . ordinar. honorarius,,,,,,,,,,,Johann,Christian,,,,Blasche,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Ausserordentliche Professores,,,,,D. Carl August Titel,neu,Professor jur. extraord ,,,,,,,,,Dr.,,Carl,August,,,,Titel,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Ausserordentliche Professores,,,,,D. Johann Bernhard Christoph Eichmann,neu,Professor jur. extraord ,,,,,,,,,Dr.,,Johann,Bernhard,Christoph,,,Eichmann,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Ausserordentliche Professores,,,,,D. Friedrich Johann Christian Hallbauer,neu,Professor med. extraord ,,,,,,,,,Dr.,,Friedrich,Johann,Christian,,,Hallbauer,
Herzogl.Säcjhsische gesamte Universität zu Jena.   Ausserordentliche Professores,,,,,Gotthelf Hartmann Schramm,neu,Professor philosophiä extraord ,,,,,,,,,,,Gotthelf,Hartmann,,,,Schramm,
Privillegierte Erercitienmeister zu Jena,,,,,Gottlieb Ferdinand von Rohrscheid,neu,Stallmeister,,,,,,,,,,,Gottlieb,Ferdinand,,,,von Rohrscheid,
Privillegierte Erercitienmeister zu Jena,,,,,"Johann Wolfgang Bieglein, genannt Kräußler",neu,Fechtmeister,Stadt-Hauptmann,,,,,,,,,,Johann,Wolfgang,,,,"Bieglein, genannt Kräußler",
Privillegierte Erercitienmeister zu Jena,,,,,Daniel Friedrich Möbius,neu,Tantzmeister,,,,,,,,,,,Daniel,Friedrich,,,,Möbius,
Privillegierte Erercitienmeister zu Jena,,,,,Johann Julius Pasch,neu,Tantzmeister,,,,,,,,,,,Johann,Julius,,,,Pasch,
Privillegierte Sprachmeister zu Jena,,,,,Wilhelm Nicholfen,neu,Lector der englischen Sprache,,,,,,,,,,,Wilhelm,,,,,Nicholfen,
Privillegierte Sprachmeister zu Jena,,,,,Guiseppe Valentini,neu,Lector der italänischen Sprache,,,,,,,,,,,Guiseppe,,,,,Valentini,
Privillegierte Sprachmeister zu Jena,,,,,Jacques Boulet,neu,Lectores der Französischen Sprache,,,,,,,,,,,Jacques,,,,,Boulet,
Privillegierte Sprachmeister zu Jena,,,,,Henri Frederic Roux,neu,Lectores der Französischen Sprache,,,,,,,,,,,Henri,Frederic,,,,Roux,
Academischer Zeichenmeister,,,,,Johann Gottlieb Schenk,neu,,,,,,,,,,,,Johann,Gottlieb,,,,Schenk,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,D. Johann Heinrich Reichardt,neu,Universitäts Syndicus,Archivarius,,,,,,,,Dr. ,,Johann,Heinrich,,,,Reichardt,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,Q257065,,Johann Gottfried Müller,neu,Bibliothecarins,,,,,,,,,,,Johann,Gottfried,,,,Müller,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Georg Laurentius Basch,neu,Universitäts-Secretar,,,,,,,,,,,Georg,Laurentius,,,,Basch,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Christian Ludwig Tollie,neu,Actuarius bey der Juristen Fac,,,,,,,,,,,Christian,Ludwig,,,,Tollie,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,M. Johann Georg Lenz,neu,Lector Convictorii,,,,,,,,,Magister,,Johann,Georg,,,,Lenz,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Wolfgang Carl Rost,neu,Depositor,,,,,,,,,,,Wolfgang,Carl,,,,Rost,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Georg Philipp Slevoigt,neu,Universitäts-Actuarius,,,,,,,,,,,Georg,Philipp,,,,Slevoigt,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Christian Wilhelm Jacob Stier,neu,Provisions-Verwalter,,,,,,,,,,,Christian,Wilhelm,,,,Stier,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,Q192842,,Johann Zacharias Koch,neu,famulus communis,,,,,,,,,,,Jacob,Johann,Zacharias,,,Koch,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Carl Ludwig Fiedler,neu,Minst. Acad.,Pedell,,,,,,,,,,Carl,Ludwig,,,,Fiedler,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Johann Lintz,neu,Minst. ,Pedell,,,,,,,,,,Johann,,,,,Lintz,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,,Johann Diedrich Klippstein,neu,Universitäts- Gärner,,,,,,,,,,,Johann,Diedrich,,,,Klippstein,
Andere Personen Welche bei der Universität in öffentlichen Bedienungen stehen,,,,August zu Sachsen-Gotha,August zu Sachsen-Gotha,unverändert,General Leutnant,,,,,,,,,Hochfürstliche Durchlaucht,Prinz,,,,,,,
,,,Q507991,Heinrich Gottfried von Selzer,Heinrich Gottfried von Selzer,unverändert,General Major,,,,,,,,,,,,,,,,,
,,,Q507319,Carl Hanniball von Schmerzing,Carl Hanniball von Schmerzing,unverändert,General Major,,,,,,,,,Freiherr,,,,,,,,
,,,Q507976,Otto Adolph von Weyhe,Otto Adolph von Weyhe,unverändert,General Major,,,,,,,,,,,,,,,,,
Obersten,Q506805,,Q507476,Christian Gottfried Wunder,Christian Gottfried Wunder,unverändert,,,,,,,,,,,,,,,,,,
Obersten,Q506805,,Q28052,August von Berbisdorf,August von Berbisdorf,unverändert,Cammerherr,Schloß Kommendan,Stadt Kommendant,,,,,,,,,,,,,,,
Obersten,Q506805,,Q507688,Carl Wilhelm von Basold,Carl Wilhelm von Basold,unverändert,,,,,,,,,,,,,,,,,,
Obersten,Q506805,,Q507170,Johann Christoph Westhof,Johann Christoph Westhof,unverändert,,,,,,,,,,,,,,,,,,
Obersten,Q506805,,Q474,Christian Georg von Hellmolt,Christian Georg von Hellmolt,unverändert,Cammerherr,Comendant der Leibgarde zu Pferd,,,,,,,,,,,,,,,,
Obersten,Q506805,,Q507305,Ludwig Benjamin von Sangy,Ludwig Benjamin von Sangy,unverändert,Cammerherr,,,,,,,,,,,,,,,,,
Obersten,Q506805,,,August Geyer von Geyersberg,August Geyer von Geyersberg,unverändert,Cammerherr,,,,,,,,,,,,,,,,,
Obersten,Q506805,,,August Friedrich Philipp Rheigraf von Salm,August Friedrich Philipp Rheigraf von Salm,unverändert,,,,,,,,,,,,,,,,,,
Obersten,Q506805,,,Aemil Leopold August zu Sachsen Gotha,Aemil Leopold August zu Sachsen Gotha,unverändert,,,,,,,,,,Hochfürstliche Durchlaucht,Prinz,,,,,,,
,Q506805,,,,Carl Wilhelm von der Borch,neu,Cammerherr,,,,,,,,,,,Carl,Wilhelm,,,,von der Borch,
Obristleutnants,Q506805,,,Johann Christian Beyer,Johann Christian Beyer,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Johann Ludwig Ernst von Basold,Johann Ludwig Ernst von Basold,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Balthasar Freyherr von Campenhausen,Balthasar Freyherr von Campenhausen,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Carl Wilhelm von der Borch,,unverändert,Cammerherr,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,Q507541,Johann Ernst Baumbach,,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Johann Reinhard von Greiffenberg,Johann Reinhard von Greiffenberg,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,Q507801,Hans Christoph von Taubenheim,Hans Christoph von Taubenheim,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,Q507643,Johann Bartholomäus Orphal,Johann Bartholomäus Orphal,unverändert,,,,,,,,,,,,,,,,,,
,Q506805,,Q507730,,Johann Maximilian von Linsing,unverändert,Cammerherr,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,Q507048,Friedrich Carl Wilhelm von Kessel,Friedrich Carl Wilhelm von Kessel,unverändert,Cammerherr,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Johann Carl Schleicher,Johann Carl Schleicher,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506805,,,Johann Gottfried Nieschwitz,Johann Gottfried Nieschwitz,unverändert,,,,,,,,,,,,,,,,,,
Obristleutnants,Q506806,,Q507744,Johann von Buttlar,Johann von Buttlar,unverändert,,,,,,,,,,,,,,,,,,
,,,,Johann Ludwig Ernst Scheper,Johann Ludwig Ernst Scheper,unverändert,,,,,,,,,,,,,,,,,,
,,,Q507505,Johann Wilhelm Schmöger,Johann Wilhelm Schmöger,unverändert,,,,,,,,,,,,,,,,,,
,,,,,Hanß Carl Ju8ius von Kirchbach,neu,Cammerherr,,,,,,,,,,,Hanß,Carl,Julius,,, von Kirchbach,
March-Commissarii,,,Q507680,Hanß Carl von Kirchbach,Hanß Carl von Kirchbach,unverändert,Hauptmann,,,,,,,,,,,,,,,,,
,,,,,Friedrich Carl Freyherr von Seckendorf,neu,,,,,,,,,,Freyherr,,Friedrich,Carl,,,, von Seckendorf,
March-Commissarii,,,,Friedrich Wilhelm von Kessel,Friedrich Wilhelm von Kessel,unverändert,Cammerherr,,,Obrist-Leutnant,,,,,,,,,,,,,,
March-Commissarii,,,,Christan Carl  Freyherr von Wertern,Christan Carl  Freyherr von Wertern,unverändert,Cammerherr,,,Hauptmann,,,,,,Freyherr,,,,,,,,
Majors,Q506833,,,Johann Ludwig Ernst von Müfling,Johann Ludwig Ernst von Müfling,unverändert,,,,,,,,,,,,,,,,,,
Majors,Q506833,,,Wilhelm Otto von Zirgler,Wilhelm Otto von Zirgler,unverändert,,,,,,,,,,,,,,,,,,
Majors,Q506833,,Q507310,Christan Thilo von Schierbrand,Christan Thilo von Schierbrand,unverändert,,,,,,,,,,,,,,,,,,
Majors,Q506833,,Q507987,Johann Adolph von Henning,Johann Adolph von Henning,unverändert,,,,,,,,,,,,,,,,,,
,,,Q507882,,Johann Gottfried Seebach,neu,,,,,,,,,,,,Johann,Gottfried,,,,Seebach,
,,,Q507468,,Adam Christian Conrad Straube,neu,,,,,,,,,,,,Adam,Christian,Conrad,,,Straube,
,,,Q507848,,Georg Adolph von Zeugen,neu,,,,,,,,,,,,Georg,Adolph,,,,von Zeugen,
Hauptleute von der Infantrie,Q506792,,Q507899,Johann Andreas Richtsteiger,Johann Andreas Richtsteiger,unverändert,Platz Adjutant,Regiments-Quartiermeister,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507446,Johann Gottlieb Siegfrieden,Johann Gottlieb Siegfrieden,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507097,Christian Carl Freyherr von Werther,Christian Carl Freyherr von Werther,unverändert,,,,,,,,,,Freyherr,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Carl Berhard Heinrich von Wangenheim,Carl Berhard Heinrich von Wangenheim,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507708,Friedrich Carl von Bendeleben,Friedrich Carl von Bendeleben,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Heinrich August Mester,Heinrich August Mester,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507543,Johann Gustav Köhler,Johann Gustav Köhler,unverändert,,,,,,,,,,,,,,,,,,
,Q506792,,Q507947,,Johann Michael Madelung,neu,Adjudant,,,,,,,,,,,Johann,Michael,,,,Madelung,
Hauptleute von der Infantrie,Q506792,,Q507181,Johann Heinrich Heumann,Johann Heinrich Heumann,unverändert,Kriegs-Commissarius,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507891,Johann August Sickel,Johann August Sickel,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507498,Georg Carl Ziegler,Georg Carl Ziegler,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q174720,Ernst Siegmund Reinhardt von Seebach,Ernst Siegmund Reinhardt von Seebach,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507930,Friedrich Egidius Rauch,Friedrich Egidius Rauch,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507306,Wilhelm Christian von Geißheim,Wilhelm Christian von Geißheim,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507727,August Christian Wilhelm von Linsing,August Christian Wilhelm von Linsing,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Johann Ludwig Tenscher von Lintzfeld,Johann Ludwig Tenscher von Lintzfeld,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Philipp Ceba,Philipp Ceba,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Wilhelm Graf des Portes,Wilhelm Graf des Portes,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Victor Ernst Graf von Gräfenitz,Victor Ernst Graf von Gräfenitz,unverändert,,,,,,,,,,,Graf,,,,,,,
Hauptleute von der Infantrie,Q506792,,,,Prinz Ernst von Hessen Philppsthal,neu,,,,,,,,,,,Hochfürstl. Durchlaucht,Prinz,Ernst,,,,von Hessen Philppsthal,
Hauptleute von der Infantrie,Q506792,,,,Georg Heinrich von Rischwitz,neu,,,,,,,,,,,,Georg,Heinrich,,,,von Rischwitz,
Hauptleute von der Infantrie,Q506792,,,,Friedrich Wilhelm Sanderer,neu,,,,,,,,,,,,Friedrich,Wilhelm,,,,Sanderer,
Hauptleute von der Infantrie,Q506792,,Q507405,,Ernst Wilhelm Madelung,neu,,,,,,,,,,,,Ernst,Wilhelm,,,,Madelung,
Hauptleute von der Infantrie,Q506792,,Q507606,Georg Christian Heym,Georg Christian Heym,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Johann Gottfried Heidenreich,Johann Gottfried Heidenreich,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Johann Ernst Ludwig Wenig,Johann Ernst Ludwig Wenig,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Carl Friedrich von Wangenheim,Carl Friedrich von Wangenheim,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,,Johann Michael Heydehaußen,Johann Michael Heydehaußen,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507839,Johann Christoph von Vippach,Johann Christoph von Vippach,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507138,Friedrich Wilhelm Leberecht von Steding,Friedrich Wilhelm Leberecht von Steding,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507808,Hanß Ulrich August von Döring,Hanß Ulrich August von Döring,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507718,August Hauschild,August Hauschild,unverändert,,,,,,,,,,,,,,,,,,
Hauptleute von der Infantrie,Q506792,,Q507646,,Johann Christian Wiedemann,neu,,,,,,,,,,,,Johann,Christian,,,,Wiedemann,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,,Christian Wilhelm von Forsten,Christian Wilhelm von Forsten,unverändert,Rittmeister bei der Leibgarde zu Pferde,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,,Johann Gottfried Knauth,Johann Gottfried Knauth,unverändert,,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,Q192832,Ernst Heinrich Gottfried Sorge,Ernst Heinrich Gottfried Sorge,unverändert,Auditeur,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,,Christian Gottlob Meylau,Christian Gottlob Meylau,unverändert,,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,,Johann Heinrich Waitz,Johann Heinrich Waitz,unverändert,Adjutant,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,Q507227,Alexander von Witzleben,Alexander von Witzleben,unverändert,,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,Q507593,Johann Tobias Pape,Johann Tobias Pape,unverändert,,,,,,,,,,,,,,,,,,
Rittmeisters und Capiitains von der Cavallerie,Q506815,,Q507388,Johann Michael Wenk,Johann Michael Wenk,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507985,Christian Wilhelm von Henning,Christian Wilhelm von Henning,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507969,Adolph Daniel von Stralendorf,Adolph Daniel von Stralendorf,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Ludwig Carl Wilhelm von Seltzer,Ludwig Carl Wilhelm von Seltzer,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q99155,Carl Friedrich Samuel Förster,Carl Friedrich Samuel Förster,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Moritz Christian Friedrich Löser von Rehefeld,Moritz Christian Friedrich Löser von Rehefeld,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q538650,Hartmann Christian Wunder,Hartmann Christian Wunder,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Carl Ludwig Heinrich Schertel von Burtenbach,Carl Ludwig Heinrich Schertel von Burtenbach,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Carl August von Hagk,Carl August von Hagk,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507942,Carl Friedrich Reichard,Carl Friedrich Reichard,unverändert,Auditeur,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Wilhelm Ludwig Freisleben,Wilhelm Ludwig Freisleben,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Johann Joachim Gotthelf Benedict von Kuntsch,Johann Joachim Gotthelf Benedict von Kuntsch,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Hanß Christoph August von Seyderwitz genannt von Pistorius,Hanß Christoph August von Seyderwitz genannt von Pistorius,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Heinrich Frieddrich Moritz Senf von Pilsach,Heinrich Frieddrich Moritz Senf von Pilsach,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507977,Wilhelm August von Heilingk,Wilhelm August von Heilingk,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507416,Johann Friedrich Döhler,Johann Friedrich Döhler,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Hendrich Philipp Hennemann,Hendrich Philipp Hennemann,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507302,Friedrich Ludwig Alberti,Friedrich Ludwig Alberti,unverändert,Adjudant,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Carl Friedrich von Breckfeld,Carl Friedrich von Breckfeld,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Johann August von Ponikau,Johann August von Ponikau,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Georg Dietrich Davidis,Georg Dietrich Davidis,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Chevalier Louis de Portes,Chevalier Louis de Portes,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Johann Daniel Prince,Johann Daniel Prince,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q192911,Johann Sebasrtian Pleißner,Johann Sebasrtian Pleißner,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Moritz Paplay,Moritz Paplay,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,,Johann Leonard von Bronckhorst,neu,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507963,Johann Heinrich Schübler,Johann Heinrich Schübler,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507551,Georg Michael Kley,Georg Michael Kley,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507858,Johann Caspar Rost,Johann Caspar Rost,unverändert,Adjudant,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507729,Carl Friedrich Schulthes,Carl Friedrich Schulthes,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Joachim Franz Schwartz,Joachim Franz Schwartz,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Johann Friedrich Heydel,Johann Friedrich Heydel,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Heinrich August Hülfemann,Heinrich August Hülfemann,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,,Wilhelm Christian von Henning,Wilhelm Christian von Henning,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q42737,Johann Wilhelm Schmidt,Johann Wilhelm Schmidt,unverändert,,,,,,,,,,,,,,,,,,
Leutnants von der Infantrie,Q506832,,Q507361,Johann Christ Gottlob von Grießheim,Johann Christ Gottlob von Grießheim,unverändert,,,,,,,,,,,,,,,,,,
